Export File Created with QBlade v0.96 64bit on 09.07.2020 at 19:00:42
_TSR4.5 solidity=0.10,_TSR4.5 solidity=0.10,_TSR4.5 solidity=0.10 ua,_TSR4.5 solidity=0.10 ua,_TSR4.5 solidity=0.14 6panel,_TSR4.5 solidity=0.14 6panel,_TSR4.5 solidity=0.14 6panel UAVL,_TSR4.5 solidity=0.14 6panel UAVL,_TSR4.5 solidity=0.14 ua 4-2,_TSR4.5 solidity=0.14 ua 4-2,
Azimuthal Position Blade 1 [deg],Angle of Attack (at section) Blade 1 [deg],Azimuthal Position Blade 1 [deg],Angle of Attack (at section) Blade 1 [deg],Azimuthal Position Blade 1 [deg],Angle of Attack (at section) Blade 1 [deg],Azimuthal Position Blade 1 [deg],Angle of Attack (at section) Blade 1 [deg],Azimuthal Position Blade 1 [deg],Angle of Attack (at section) Blade 1 [deg],
4.50000e+01,5.06417e+00,4.50000e+01,4.95745e+00,4.50000e+01,4.19850e+00,4.50000e+01,4.18440e+00,4.50000e+01,4.18452e+00,
5.00000e+01,5.78200e+00,5.00000e+01,5.66268e+00,5.00000e+01,4.89241e+00,5.00000e+01,4.87165e+00,5.00000e+01,4.86321e+00,
5.50000e+01,6.44502e+00,5.50000e+01,6.30691e+00,5.50000e+01,5.55174e+00,5.50000e+01,5.54065e+00,5.50000e+01,5.53423e+00,
6.00000e+01,7.06653e+00,6.00000e+01,6.91295e+00,6.00000e+01,6.16127e+00,6.00000e+01,6.14090e+00,6.00000e+01,6.14411e+00,
6.50000e+01,7.63675e+00,6.50000e+01,7.30646e+00,6.50000e+01,6.71498e+00,6.50000e+01,6.68703e+00,6.50000e+01,6.69250e+00,
7.00000e+01,8.14645e+00,7.00000e+01,7.80694e+00,7.00000e+01,7.21330e+00,7.00000e+01,7.12705e+00,7.00000e+01,7.13671e+00,
7.50000e+01,8.59354e+00,7.50000e+01,8.05817e+00,7.50000e+01,7.65141e+00,7.50000e+01,7.47360e+00,7.50000e+01,7.49941e+00,
8.00000e+01,8.98030e+00,8.00000e+01,8.43007e+00,8.00000e+01,8.02608e+00,8.00000e+01,7.76716e+00,8.00000e+01,7.74510e+00,
8.50000e+01,9.29597e+00,8.50000e+01,8.72086e+00,8.50000e+01,8.33114e+00,8.50000e+01,7.95076e+00,8.50000e+01,7.97440e+00,
9.00000e+01,9.53581e+00,9.00000e+01,9.01871e+00,9.00000e+01,8.56032e+00,9.00000e+01,8.19472e+00,9.00000e+01,8.23754e+00,
9.50000e+01,9.69484e+00,9.50000e+01,9.21160e+00,9.50000e+01,8.70805e+00,9.50000e+01,8.35686e+00,9.50000e+01,8.41918e+00,
1.00000e+02,9.76595e+00,1.00000e+02,9.41654e+00,1.00000e+02,8.76915e+00,1.00000e+02,8.44044e+00,1.00000e+02,8.46174e+00,
1.05000e+02,9.74594e+00,1.05000e+02,9.44482e+00,1.05000e+02,8.73680e+00,1.05000e+02,8.43376e+00,1.05000e+02,8.55724e+00,
1.10000e+02,9.63025e+00,1.10000e+02,9.44279e+00,1.10000e+02,8.60981e+00,1.10000e+02,8.48002e+00,1.10000e+02,8.41058e+00,
1.15000e+02,9.41413e+00,1.15000e+02,9.29948e+00,1.15000e+02,8.38172e+00,1.15000e+02,8.19085e+00,1.15000e+02,8.35526e+00,
1.20000e+02,9.09200e+00,1.20000e+02,9.00616e+00,1.20000e+02,8.04851e+00,1.20000e+02,8.02026e+00,1.20000e+02,8.00924e+00,
1.25000e+02,8.65976e+00,1.25000e+02,8.60191e+00,1.25000e+02,7.60652e+00,1.25000e+02,7.59565e+00,1.25000e+02,7.64281e+00,
1.30000e+02,8.11568e+00,1.30000e+02,8.17796e+00,1.30000e+02,7.05231e+00,1.30000e+02,7.14152e+00,1.30000e+02,7.13369e+00,
1.35000e+02,7.45640e+00,1.35000e+02,7.52735e+00,1.35000e+02,6.38717e+00,1.35000e+02,6.54817e+00,1.35000e+02,6.58546e+00,
1.40000e+02,6.68418e+00,1.40000e+02,6.83164e+00,1.40000e+02,5.61364e+00,1.40000e+02,5.79944e+00,1.40000e+02,5.82127e+00,
1.45000e+02,5.80415e+00,1.45000e+02,5.88677e+00,1.45000e+02,4.73460e+00,1.45000e+02,4.85612e+00,1.45000e+02,4.87992e+00,
1.50000e+02,4.81852e+00,1.50000e+02,4.91725e+00,1.50000e+02,3.76134e+00,1.50000e+02,3.85042e+00,1.50000e+02,3.87581e+00,
1.55000e+02,3.73843e+00,1.55000e+02,3.78693e+00,1.55000e+02,2.73966e+00,1.55000e+02,2.81811e+00,1.55000e+02,2.83750e+00,
1.60000e+02,2.63401e+00,1.60000e+02,2.68806e+00,1.60000e+02,1.72413e+00,1.60000e+02,1.79597e+00,1.60000e+02,1.80218e+00,
1.65000e+02,1.54707e+00,1.65000e+02,1.64855e+00,1.65000e+02,6.34840e-01,1.65000e+02,7.09033e-01,1.65000e+02,7.15313e-01,
1.70000e+02,3.82658e-01,1.70000e+02,5.40650e-01,1.70000e+02,-5.72551e-01,1.70000e+02,-4.82886e-01,1.70000e+02,-4.83348e-01,
1.75000e+02,-8.67545e-01,1.75000e+02,-6.66227e-01,1.75000e+02,-1.83681e+00,1.75000e+02,-1.70481e+00,1.75000e+02,-1.70956e+00,
1.80000e+02,-2.15394e+00,1.80000e+02,-1.96806e+00,1.80000e+02,-3.02229e+00,1.80000e+02,-2.81930e+00,1.80000e+02,-2.85735e+00,
1.85000e+02,-3.30808e+00,1.85000e+02,-3.23077e+00,1.85000e+02,-4.20332e+00,1.85000e+02,-3.94160e+00,1.85000e+02,-4.04973e+00,
1.90000e+02,-4.38072e+00,1.90000e+02,-4.17038e+00,1.90000e+02,-5.22776e+00,1.90000e+02,-5.05077e+00,1.90000e+02,-5.15917e+00,
1.95000e+02,-5.50735e+00,1.95000e+02,-5.24443e+00,1.95000e+02,-6.14693e+00,1.95000e+02,-5.97601e+00,1.95000e+02,-6.01589e+00,
2.00000e+02,-6.48829e+00,2.00000e+02,-6.36620e+00,2.00000e+02,-6.89126e+00,2.00000e+02,-6.63892e+00,2.00000e+02,-6.57937e+00,
2.05000e+02,-7.17940e+00,2.05000e+02,-7.28702e+00,2.05000e+02,-7.15015e+00,2.05000e+02,-6.69462e+00,2.05000e+02,-6.67663e+00,
